,composition,UUID,cell,positions,numbers
10807,Mn2ScAs,5752a0df-aafb-49f1-ac03-033345c5801b,"[[2.71980848, 2.71980848, 0.0], [-2.71980848, 2.71980848, 0.0], [0.0, -0.0, 8.51986968]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 21 21 33 33]
88801,Pd2PtGe,fe0a378e-59d1-42d6-b872-76615ce95309,"[[2.87892024, 2.87892024, -0.0], [-2.87892024, 2.87892024, 0.0], [0.0, 0.0, 7.36757285]]","[[0.5, 3.8563868814412056e-17, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.5, 0.0], [0.5, 3.8563868814412056e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.4999999999999999, 0.5, 0.5]]",[46 46 46 46 78 78 32 32]
8980,Cr2NiAs,adcea5bf-ea00-47b9-aa63-28a4636c75fb,"[[2.63181579, 2.63181579, 0.0], [-2.63181579, 2.63181579, -0.0], [0.0, 0.0, 7.21348619]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 28 28 33 33]
37141,RhPdGe,7b9b55b7-f672-4cfa-a601-9bc4bfefdf9a,"[[2.96351564, 2.96351564, 0.0], [-2.96351564, 2.96351564, 0.0], [-0.0, -0.0, 5.94195765]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.4999999999999999], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.4999999999999999]]",[45 45 46 46 32 32]
96166,Re2CrBi,45d866e5-bb5b-4127-93d9-81cd886c8d9e,"[[3.20960792, 3.20960792, 0.0], [-3.20960792, 3.20960792, -0.0], [0.0, 0.0, 6.41442982]]","[[0.49999999999999983, 3.4590612071556595e-17, 0.24999999999999997], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.49999999999999983], [0.49999999999999983, 0.49999999999999983, 0.0], [0.49999999999999983, 3.4590612071556595e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.24999999999999997], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.49999999999999983]]",[75 75 75 75 24 24 83 83]
69635,Cr2ReP,66eddce4-6762-473c-8e87-600d4a806ed9,"[[2.46585954, 2.46585954, 0.0], [-2.46585954, 2.46585954, 0.0], [-0.0, 0.0, 8.15584927]]","[[0.5000000000000001, 4.502377392611571e-17, 0.25], [0.0, 0.5, 0.75], [0.5000000000000001, 4.502377392611571e-17, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5000000000000001, 0.5000000000000002, 0.0], [0.0, 0.0, 0.0], [0.5000000000000001, 0.5000000000000002, 0.5]]",[24 24 24 24 75 75 15 15]
104839,Lu2VAs,a80be568-98f8-4ae0-8a96-64ad7925f83e,"[[2.91310675, 2.91310675, 0.0], [-2.91310675, 2.91310675, 0.0], [0.0, 0.0, 10.22852002]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[71 71 71 71 23 23 33 33]
42886,CdNiBi,21639b47-522c-4488-9b9b-60b2723588cb,"[[2.70768474, 2.70768474, 0.0], [-2.70768474, 2.70768474, -0.0], [-0.0, -0.0, 9.52072415]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 28 28 83 83]
100041,Ir2RePb,d8ea8a55-c80e-4d80-a59a-40b5fb6e4bc6,"[[2.89412401, 2.89412401, -0.0], [-2.89412401, 2.89412401, 0.0], [0.0, 0.0, 7.91678268]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 75 75 82 82]
7484,V2TaIn,5f6e50a7-dfab-4c04-b307-11df3bb81b26,"[[3.21052449, 3.21052449, 0.0], [-3.21052449, 3.21052449, 0.0], [0.0, 0.0, 6.38371022]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 73 73 49 49]
91125,Cd2WGa,0a41f223-35cd-42a8-b5d4-75a8e6e3de0d,"[[2.85321069, 2.85321069, -0.0], [-2.85321069, 2.85321069, 0.0], [0.0, 0.0, 8.9936862]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 74 74 31 31]
31670,Nb2HfAs,d6b27fa9-22b0-4880-80a5-8418c7b513cb,"[[2.76806765, 2.76806765, 0.0], [-2.76806765, 2.76806765, 0.0], [0.0, -0.0, 9.62879551]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[41 41 41 41 72 72 33 33]
101691,Au2ScIn,1ed8d29b-d271-4ca7-8814-7b394891dad7,"[[3.12202367, 3.12202367, -0.0], [-3.12202367, 3.12202367, -0.0], [-0.0, -0.0, 8.04056477]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 21 21 49 49]
45442,Hf2CuBi,4e3a6124-92c1-4c64-8981-ccfd1e5ea00b,"[[3.0556029, 3.0556029, -0.0], [-3.0556029, 3.0556029, 0.0], [-0.0, -0.0, 8.6888026]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[72 72 72 72 29 29 83 83]
71221,Mn2WGe,3fbd624c-c7f5-4f2d-8fd3-121fd15cca5c,"[[2.57437768, 2.57437768, 0.0], [-2.57437768, 2.57437768, 0.0], [0.0, 0.0, 8.10758997]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[25 25 25 25 74 74 32 32]
4426,Ti2PdBi,4bef747b-291b-48de-baf0-f223209adc18,"[[2.9606156, 2.9606156, -0.0], [-2.9606156, 2.9606156, 0.0], [-0.0, 0.0, 8.32355173]]","[[0.5, 3.7499735684198807e-17, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 3.7499735684198807e-17, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.5, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.5, 0.5]]",[22 22 22 22 46 46 83 83]
20200,NiRuSi,7c2a7fe0-4996-4e54-93b7-47b5e71228bf,"[[2.5614107, 2.5614107, -0.0], [-2.5614107, 2.5614107, 0.0], [-0.0, -0.0, 6.4328046]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[28 28 44 44 14 14]
60940,LaZrSi,fcb195a6-78c8-4747-8161-ff7888a1ae93,"[[2.69134888, 2.69134888, 0.0], [-2.69134888, 2.69134888, -0.0], [-0.0, -0.0, 11.10581568]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 40 40 14 14]
75908,Cu2ZrAl,4ece5888-ca44-4c73-ab1e-19411c2bc3c5,"[[3.14590101, 3.14590101, -0.0], [-3.14590101, 3.14590101, -0.0], [-0.0, 0.0, 6.22656435]]","[[0.49999999999999983, 3.529109851505329e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999983, 0.0], [0.49999999999999983, 3.529109851505329e-17, 0.75], [0.9999999999999999, 0.49999999999999983, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999983, 0.5]]",[29 29 29 29 40 40 13 13]
43620,Cd2RhIn,f459d26b-d803-4316-88e1-ea0b68f42984,"[[2.87435105, 2.87435105, 0.0], [-2.87435105, 2.87435105, 0.0], [-0.0, -0.0, 9.2516534]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[48 48 48 48 45 45 49 49]
99780,Ir2CdAl,21692f0f-169e-4fdb-afb4-65b1626bd870,"[[2.76316226, 2.76316226, -0.0], [-2.76316226, 2.76316226, -0.0], [0.0, -0.0, 8.24644642]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 48 48 13 13]
31097,NbYBi,98d4e632-5897-4635-9e24-4250af97f03d,"[[3.57584947, 3.57584947, -0.0], [-3.57584947, 3.57584947, -0.0], [0.0, 0.0, 7.12689117]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[41 41 39 39 83 83]
53184,OsNbIn,acfe4ce2-c2e8-4461-be09-b75f02509b70,"[[3.14354313, 3.14354313, -0.0], [-3.14354313, 3.14354313, -0.0], [-0.0, -0.0, 6.2875306]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 41 41 49 49]
58549,Au2ZrSi,5acfb19d-6ce2-49e3-b936-a46e88c25455,"[[2.86215813, 2.86215813, 0.0], [-2.86215813, 2.86215813, -0.0], [-0.0, 0.0, 8.82981904]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[79 79 79 79 40 40 14 14]
21971,Cu2NiPb,8ed013af-85b3-4814-aef2-f081208f1bcc,"[[2.6709045, 2.6709045, 0.0], [-2.6709045, 2.6709045, 0.0], [0.0, -0.0, 8.33886083]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 29 29 28 28 82 82]
35937,RuAuIn,da85560c-e282-4a56-b6ac-519118ad23b9,"[[3.13891255, 3.13891255, 0.0], [-3.13891255, 3.13891255, -0.0], [-0.0, -0.0, 6.28813045]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[44 44 79 79 49 49]
93862,Ta2YAl,372075e5-2d80-4db4-9a7f-0659390fa6a7,"[[0.0, 3.41904891, 3.41904891], [3.41904891, -0.0, 3.41904891], [3.41904891, 3.41904891, 0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.7499999999999999, 0.7499999999999999, 0.7499999999999999], [0.0, 0.0, 0.0]]",[73 73 39 13]
105273,Lu2ZnSi,548cac0c-5289-497d-91b8-4552ed5cc034,"[[2.89093756, 2.89093756, 0.0], [-2.89093756, 2.89093756, 0.0], [0.0, 0.0, 10.12004456]]","[[0.5, 3.840356291282738e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 3.840356291282738e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]",[71 71 71 71 30 30 14 14]
57051,PtAgGa,c90c4274-6b64-42b0-9d85-b9b9b4e6f177,"[[3.08732264, 3.08732264, -0.0], [-3.08732264, 3.08732264, -0.0], [0.0, 0.0, 6.10645939]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[78 78 47 47 31 31]
51189,Re2CoBi,00dc88c6-ad4f-4f29-b1d7-4b2cf6b56497,"[[2.7569953, 2.7569953, 0.0], [-2.7569953, 2.7569953, 0.0], [0.0, 0.0, 8.42282579]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 27 27 83 83]
53590,OsHfGa,886fef1e-32e9-4de6-a104-84269dbfdb36,"[[3.1026881, 3.1026881, -0.0], [-3.1026881, 3.1026881, -0.0], [0.0, 0.0, 6.15393834]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 72 72 31 31]
17931,CoRuAs,3f2f643d-23cd-41ab-afc3-f635d4816336,"[[2.81894993, 2.81894993, 0.0], [-2.81894993, 2.81894993, -0.0], [0.0, 0.0, 5.62978857]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.49999999999999983, 0.7500000000000001], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[27 27 44 44 33 33]
18017,CoRhIn,46c16308-e398-4bd7-b370-b69caa02da5c,"[[2.94648033, 2.94648033, -0.0], [-2.94648033, 2.94648033, -0.0], [0.0, 0.0, 5.92483536]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 45 45 49 49]
99410,Ir2ZrAs,7e304b3c-20d5-47ba-a0b7-2b5bf83389a9,"[[2.77915467, 2.77915467, 0.0], [-2.77915467, 2.77915467, 0.0], [0.0, -0.0, 8.53328081]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[77 77 77 77 40 40 33 33]
78616,Y2ZrGa,2a1630ed-7a5c-4d9b-9a8f-d82ef609e688,"[[3.19452575, 3.19452575, 0.0], [-3.19452575, 3.19452575, -0.0], [-0.0, 0.0, 9.55339785]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[39 39 39 39 40 40 31 31]
35767,RuOsTl,e965458c-e9eb-4c45-b6eb-34629b87ac05,"[[0.0, 3.06892821, 3.06892821], [3.06892821, 0.0, 3.06892821], [3.06892821, 3.06892821, -0.0]]","[[0.25, 0.25, 0.25], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[44 76 81]
8124,Cr2TiSi,d600ed24-a268-4c08-bda7-8edc724c2a25,"[[2.93929324, 2.93929324, 0.0], [-2.93929324, 2.93929324, 0.0], [-0.0, -0.0, 5.89897794]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[24 24 24 24 22 22 14 14]
102969,La2ScAl,0332539a-328a-4efe-83e7-8e1acb0d34d6,"[[3.37123244, 3.37123244, 0.0], [-3.37123244, 3.37123244, -0.0], [-0.0, -0.0, 9.79586726]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 57 57 21 21 13 13]
97858,Os2YP,67bee41d-7157-4437-9d3b-e2a457fbe6ba,"[[2.73291698, 2.73291698, -0.0], [-2.73291698, 2.73291698, -0.0], [-0.0, -0.0, 8.7120897]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[76 76 76 76 39 39 15 15]
75885,CuYGe,c7f3fd7b-8dbb-4518-b591-185789a2ad8e,"[[3.10976362, 3.10976362, -0.0], [-3.10976362, 3.10976362, 0.0], [0.0, 0.0, 6.2299815]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 39 39 32 32]
51684,Re2RuGa,85db0087-96ea-45c6-b034-86854edcd9eb,"[[2.6245022, 2.6245022, 0.0], [-2.6245022, 2.6245022, -0.0], [0.0, 0.0, 8.49145728]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[75 75 75 75 44 44 31 31]
24434,ZnNiAs,8df28ff1-b658-4120-befa-a743117c7690,"[[2.44859486, 2.44859486, -0.0], [-2.44859486, 2.44859486, 0.0], [-0.0, -0.0, 7.97946425]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.75], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.9999999999999998], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]",[30 30 28 28 33 33]
87150,Rh2HfTl,68115620-6cf7-4aea-b6a1-4d8de6ecb2c8,"[[2.7591605, 2.7591605, -0.0], [-2.7591605, 2.7591605, 0.0], [0.0, 0.0, 9.13334856]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 72 72 81 81]
29412,Zr2AgSi,4e23f742-b890-4155-b1d1-8b6d1a9e30bb,"[[3.12748437, 3.12748437, 0.0], [-3.12748437, 3.12748437, 0.0], [0.0, 0.0, 7.7206007]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000001], [0.5, 0.0, 0.7500000000000001], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[40 40 40 40 47 47 14 14]
23084,CuReSi,d6808cd2-ccb4-424e-9282-9f6734cd1513,"[[2.40024151, 2.40024151, -0.0], [-2.40024151, 2.40024151, -0.0], [-0.0, -0.0, 8.16546397]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[29 29 75 75 14 14]
4783,Ti2WSn,2f926a9b-83b3-4372-95db-08a3515c4f66,"[[3.25352261, 3.25352261, -0.0], [-3.25352261, 3.25352261, -0.0], [-0.0, -0.0, 6.51446374]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[22 22 22 22 74 74 50 50]
85467,Ru2HfP,fadf9e76-42a0-4a14-b354-90c2bb766f69,"[[2.62817445, 2.62817445, -0.0], [-2.62817445, 2.62817445, 0.0], [-0.0, -0.0, 8.55217263]]","[[0.5, 4.224312524707623e-17, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5000000000000002, 0.5000000000000003, 0.0], [0.5, 4.224312524707623e-17, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5000000000000002, 0.5000000000000003, 0.5]]",[44 44 44 44 72 72 15 15]
19157,Ni2VSi,7794ab1c-f996-4d01-9f19-499e1a725318,"[[2.62455482, 2.62455482, -0.0], [-2.62455482, 2.62455482, -0.0], [0.0, 0.0, 6.73813935]]","[[0.4999999999999999, 4.2301384454417926e-17, 0.25], [0.9999999999999998, 0.4999999999999998, 0.75], [0.4999999999999999, 4.2301384454417926e-17, 0.75], [0.9999999999999998, 0.4999999999999998, 0.25], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[28 28 28 28 23 23 14 14]
89788,Ag2ReAl,f2f77005-76af-45d5-bd89-34bc24050ddc,"[[3.17877684, 3.17877684, -0.0], [-3.17877684, 3.17877684, -0.0], [0.0, -0.0, 6.42676797]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 75 75 13 13]
27141,Y2MoSb,aa2b9392-c7ef-40cb-a488-3b781d32290e,"[[0.0, 3.61144577, 3.61144577], [3.61144577, -0.0, 3.61144577], [3.61144577, 3.61144577, 0.0]]","[[0.25, 0.25, 0.25], [0.75, 0.75, 0.75], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[39 39 42 51]
40064,AgMnSi,1fe69878-524b-434c-a4b0-b68d04ab7a31,"[[2.36875732, 2.36875732, -0.0], [-2.36875732, 2.36875732, -0.0], [-0.0, -0.0, 8.96746153]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 25 25 14 14]
103780,La2ZrPb,b7ccbb84-91b4-46cd-8491-6ae1508e39d6,"[[3.42472926, 3.42472926, -0.0], [-3.42472926, 3.42472926, 0.0], [0.0, 0.0, 10.00024178]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[57 57 57 57 40 40 82 82]
87481,Rh2PtSn,95d75eb2-24f3-4ed2-a647-ec7206855eec,"[[2.85304759, 2.85304759, -0.0], [-2.85304759, 2.85304759, -0.0], [0.0, 0.0, 7.82102435]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[45 45 45 45 78 78 50 50]
24525,ZnCuGa,0b13fcc5-ecbf-4308-a8ba-8f3fc60725c8,"[[2.58061458, 2.58061458, -0.0], [-2.58061458, 2.58061458, -0.0], [0.0, 0.0, 7.43474061]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[30 30 29 29 31 31]
6170,V2NiSn,def93fda-d21a-4b76-8e07-f8654cca4533,"[[2.73045811, 2.73045811, 0.0], [-2.73045811, 2.73045811, -0.0], [-0.0, 0.0, 7.84643885]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[23 23 23 23 28 28 50 50]
41348,Ag2HfIn,deed3990-c027-4b81-99f5-6c8dc4663913,"[[3.41310079, 3.41310079, -0.0], [-3.41310079, 3.41310079, -0.0], [-0.0, 0.0, 6.67473118]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999999], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[47 47 47 47 72 72 49 49]
45853,Hf2RuAl,987087f4-a12e-4508-89d6-bc8b4e2d2faa,"[[0.0, 3.30560453, 3.30560453], [3.30560453, -0.0, 3.30560453], [3.30560453, 3.30560453, -0.0]]","[[0.25, 0.25, 0.25], [0.7499999999999998, 0.7499999999999998, 0.7500000000000002], [0.5, 0.5, 0.5], [0.0, 0.0, 0.0]]",[72 72 44 13]
45052,HfMnSi,2b824c8f-4053-48fc-a061-95462747dfbc,"[[2.38197794, 2.38197794, -0.0], [-2.38197794, 2.38197794, 0.0], [-0.0, 0.0, 8.78345645]]","[[0.4999999999999999, 2.7755575615628907e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.4999999999999999, 0.4999999999999999, 0.0], [0.0, 0.0, 0.0], [0.4999999999999999, 0.4999999999999999, 0.5]]",[72 72 25 25 14 14]
18193,CoAgSn,8cbbc61c-5831-4141-bda5-09434d5a4952,"[[3.02839731, 3.02839731, -0.0], [-3.02839731, 3.02839731, 0.0], [0.0, 0.0, 6.07397111]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]",[27 27 47 47 50 50]
